name,developer,publisher,popular_tags,game_details,genre
Castle In The Darkness,"Matt Kap,Nicalis, Inc.","Nicalis, Inc.,Nicalis, Inc.","Metroidvania,Indie,Platformer,Action,Adventure,Difficult,Pixel Graphics,RPG,Retro,2D,Great Soundtrack,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Indie,RPG"
Convoy,Convoy Games,"Indietopia Games ,Indietopia Games ","Pixel Graphics,Strategy,Rogue-like,Indie,RPG,Action,Adventure,Post-apocalyptic,2D,Rogue-lite,Sci-fi,Singleplayer,Top-Down,Retro,Difficult,Exploration,Great Soundtrack,Moddable,Atmospheric,Lore-Rich","Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,RPG,Strategy"
BloodLust Shadowhunter,WRF Studios,"WRF Studios,WRF Studios","Vampire,RPG,Action,Indie,Dungeon Crawler,Action RPG,Horror,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,RPG"
Saints Row IV: Inauguration Station,,,"Adventure,Action,Free to Play,Character Customization","Single-player,Co-op,Game demo,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure"
Vertical Drop Heroes HD,Nerdook Productions,"Digerati,Digerati","Action,Indie,Rogue-like,Platformer,2D,Local Co-Op,Co-op,RPG,Rogue-lite,Split Screen,Procedural Generation","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Indie"
Wings! Remastered Edition,Cinemaware,"Cinemaware,Cinemaware","Simulation,Action,World War I,Flight,Classic,Remake,Retro,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Simulation"
Fancy Skulls,tequibo,"tequibo,tequibo","Early Access,Indie,Action,Early Access,FPS,Rogue-like,Procedural Generation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie,Early Access"
Chronicles of Mystery: The Scorpio Ritual,City Interactive S.A.,"City Interactive S.A.,City Interactive S.A.","Adventure,Point & Click,Female Protagonist",Single-player,Adventure
StuntMANIA Reloaded,Sector3 Games,"Bigger Boat,Bigger Boat","Racing,Casual,Adventure","Single-player,Steam Achievements,Full controller support","Adventure,Casual,Racing"
Pid,Might and Delight,"Might and Delight,Might and Delight","Indie,Platformer,Adventure,Puzzle,Singleplayer,Difficult,Local Co-Op,Great Soundtrack,Atmospheric,Co-op,2D,Side Scroller,Stealth,Local Multiplayer","Single-player,Shared/Split Screen,Steam Achievements,Full controller support","Adventure,Indie"
Bus Driver,SCS Software,"SCS Software,SCS Software","Simulation,Driving,Indie,Singleplayer,Open World,Masterpiece","Single-player,Partial Controller Support","Indie,Simulation"
Runespell: Overture,Mystic Box,"Mystic Box,Mystic Box","Card Game,Indie,RPG,Casual,Adventure,Fantasy,Singleplayer","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie,RPG"
Solar Flux,Firebrand Games,"Firebrand Games,Firebrand Games","Indie,Strategy,Puzzle,Space","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Indie,Strategy"
Dragons and Titans,Wyrmbyte,"Versus Evil	,Versus Evil	","Free to Play,Dragons,MOBA,Multiplayer,RPG,Action,Adventure,Singleplayer,Indie,Co-op,Fantasy,Massively Multiplayer,PvP,Strategy,Survival,MMORPG,Open World,FPS,Sandbox,Atmospheric","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Adventure,Free to Play,Indie,RPG"
iO,Gamious,"Gamious,Gamious","Indie,Action,Racing,Physics,Puzzle,Puzzle-Platformer,2D","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Indie,Racing"
Dark Ages,Scenario Software,"3D Realms (Apogee Software),3D Realms (Apogee Software)","Action,Platformer,Retro",Single-player,Action
Insanity's Blade,Causal Bit Games Inc.,"Causal Bit Games Inc.,Causal Bit Games Inc.","Action,Casual,Indie,Platformer,Retro,Pixel Graphics,2D,Gore,Violent,Great Soundtrack,Horror,Arcade,Demons,1990's,1980s,Difficult,Dark Fantasy,Singleplayer,Local Co-Op,Local Multiplayer","Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Casual,Indie"
Rise of the Argonauts,Liquid Entertainment,"Codemasters,Codemasters","RPG,Action,Mythology,Adventure,Hack and Slash,Third Person,Fantasy,Singleplayer","Single-player,Full controller support",RPG
Sportsfriends,Die Gute Fabrik,"Die Gute Fabrik,Die Gute Fabrik","Indie,Sports,Local Multiplayer,4 Player Local","Multi-player,Full controller support,Includes level editor","Indie,Sports"
Deadlings: Rotten Edition,ONE MORE LEVEL,"ONE MORE LEVEL,ONE MORE LEVEL","Action,Indie,Adventure,Puzzle-Platformer,Arcade,Zombies","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Adventure,Indie"
KickBeat Steam Edition,Zen Studios,"Zen Studios,Zen Studios","Music,Rhythm,Action,Indie,Martial Arts,Fighting,Music-Based Procedural Generation,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie"
Alien Breed 3: Descent,Team17 Digital Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Action,Shooter,Third Person,Sci-fi,Isometric,Aliens,Co-op,Top-Down Shooter,Top-Down,Twin Stick Shooter","Single-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards",Action
A.R.E.S. Extinction Agenda EX,Extend Studio,"ORiGO GAMES,ORiGO GAMES","Action,Indie,Platformer,Side Scroller,Robots,2D,2.5D,Metroidvania,Great Soundtrack,Sci-fi","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie"
Buzz Aldrin's Space Program Manager,Polar Motion,"Slitherine Ltd.,Slitherine Ltd.","Simulation,Strategy,Space,Management,Multiplayer,Singleplayer,Cold War,Historical,Replay Value,Turn-Based,Turn-Based Strategy,Strategy RPG","Single-player,Multi-player,Steam Trading Cards","Simulation,Strategy"
Written in the Sky,Unwonted Studios,"Sekai Project,Sekai Project","Nudity,Visual Novel,Anime,Free to Play,Sexual Content,Indie,Female Protagonist,Adventure,Short,Mature,Simulation,Action,Romance,Horror","Single-player,Steam Achievements","Action,Adventure,Indie,Simulation"
Caster,Elecorn,"Elecorn,Elecorn","Action,Indie,Adventure,Third-Person Shooter,Casual,RPG,Strategy,Singleplayer,Third Person,Fast-Paced,Great Soundtrack,Masterpiece,Female Protagonist,Shooter","Single-player,Steam Trading Cards,Partial Controller Support","Action,Adventure,Casual,Indie,RPG,Strategy"
"It came from space, and ate our brains",Triangle Studios,"Triangle Studios,Triangle Studios","Casual,Action,Indie,Adventure,Co-op,Aliens,Multiplayer,Survival,Top-Down Shooter,Horror,Top-Down,Singleplayer,Shooter,Local Co-Op,Arcade","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,Adventure,Casual,Indie"
Superbrothers: Sword & Sworcery EP,"Capybara,Superbrothers,Jim Guthrie","Capybara Games,Capybara Games","Adventure,Indie,Pixel Graphics,Great Soundtrack,Point & Click,Atmospheric,Female Protagonist,Singleplayer,Fantasy,Puzzle,Relaxing,Beautiful,Casual,2D,Music,Story Rich,Touch-Friendly,Exploration,Retro,Walking Simulator","Single-player,Steam Achievements,Steam Cloud","Adventure,Indie"
Serena,Senscape,"Senscape,Senscape","Horror,Free to Play,Indie,Point & Click,Psychological Horror,Adventure,Story Rich,Dark,Short,First-Person,Mystery,Atmospheric,Singleplayer,Puzzle,Walking Simulator,Hidden Object,FPS,Co-op",Single-player,"Adventure,Indie"
Pretty Girls Mahjong Solitaire,Zoo Corporation,"Zoo Corporation,Zoo Corporation","Casual,Anime,Mature,Puzzle,Board Game,Nudity,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Casual
Bridge Constructor Medieval,ClockStone,"Headup Games,Headup Games","Casual,Simulation,Indie,Building,Medieval,Puzzle","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Casual,Indie,Simulation"
The Flame in the Flood,The Molasses Flood,"The Molasses Flood,Curve Digital,The Molasses Flood,Curve Digital","Survival,Adventure,Great Soundtrack,Indie,Crafting,Female Protagonist,Exploration,Atmospheric,Post-apocalyptic,Singleplayer,Rogue-like,Action,Rogue-lite,Difficult,Open World,Isometric,Early Access,Strategy,Kickstarter,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie"
The Sacred Tears TRUE,AlphaNuts,"Nyu Media,Nyu Media","RPG,Indie,JRPG,Anime,RPGMaker,Great Soundtrack,Cute,Card Game,Singleplayer","Single-player,Steam Trading Cards,Partial Controller Support","Indie,RPG"
Space Hulk: Ascension,Full Control Studios,"Full Control,Full Control","Warhammer 40K,Strategy,Turn-Based Tactics,RPG,Games Workshop,Turn-Based,Tactical,Board Game,Sci-fi,Turn-Based Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","RPG,Strategy"
Hegemony III: Clash of the Ancients,Longbow Games,"Longbow Games,Longbow Games","Strategy,Simulation,Indie,Historical,Open World,RTS,Grand Strategy,Wargame,Rome,Real Time Tactics,Singleplayer,Alternate History,Real-Time with Pause","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,Strategy"
Hero Siege - The Karp of Doom,"Elias Viglione,Jussi Kukkonen","Panic Art Studios,Panic Art Studios","Action,Adventure,RPG,Indie,Massively Multiplayer","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie,Massively Multiplayer,RPG"
Arma 3 Helicopters,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Simulation,Action,Strategy,Tactical,Shooter,Singleplayer","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy"
Saints Row: Gat out of Hell,"Deep Silver Volition,High Voltage Software","Deep Silver,Deep Silver","Action,Open World,Comedy,Co-op,Third Person,Funny,Demons,Third-Person Shooter,Adventure,Multiplayer,Shooter,Sandbox,Singleplayer,Atmospheric,Dark Humor,Female Protagonist,Mature,Online Co-Op,Gore,Masterpiece","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards",Action
CoH 2 - The Western Front Armies: Oberkommando West,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux),SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Strategy,World War II,Multiplayer,RTS","Multi-player,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Includes level editor",Strategy
Collapse,Creoteam,"Buka Entertainment,Buka Entertainment","Action,Adventure,Hack and Slash,Post-apocalyptic,Third Person,Third-Person Shooter,Great Soundtrack,Masterpiece,Atmospheric,Shooter,Cult Classic","Single-player,Full controller support,Steam Trading Cards","Action,Adventure"
Septerra Core,,"Topware Interactive,Topware Interactive","RPG,Turn-Based,JRPG,Isometric,Singleplayer,Female Protagonist,Sci-fi,Classic,Adventure,Story Rich,Anime","Single-player,Steam Trading Cards,Steam Cloud",RPG
Secrets of Rætikon,Broken Rules,"Broken Rules,Broken Rules","Indie,Adventure,Action,Nature,Puzzle,Exploration,Open World,Metroidvania,Beautiful,Singleplayer,Flight,Masterpiece,2D,Controller","Single-player,Steam Achievements,Full controller support,Steam Workshop,Includes level editor","Action,Adventure,Indie"
Bridge Constructor,ClockStone,"Headup Games,Headup Games","Simulation,Casual,Physics,Puzzle,Indie,Building,Singleplayer","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Casual,Indie,Simulation"
Borderlands 2: Headhunter 4: Wedding Day Massacre,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux),2K,Aspyr (Mac),Aspyr (Linux)","Action,RPG,FPS,Co-op,Shooter,Online Co-Op,Action RPG,Open World,Multiplayer,Post-apocalyptic,Comedy,Dark Humor,Addictive,Loot,First-Person,Adventure,Funny","Single-player,Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG"
Anachronox,,"Square Enix,Square Enix","RPG,Cyberpunk,Sci-fi,Comedy,Classic,Turn-Based,Singleplayer,Funny,Third Person,Adventure,JRPG,Story Rich",Single-player,RPG
"Sir, You Are Being Hunted",Big Robot Ltd,"Big Robot Ltd,Big Robot Ltd","Survival,Stealth,Robots,Indie,First-Person,Procedural Generation,Action,Singleplayer,Open World,Steampunk,Atmospheric,Comedy,Horror,FPS,Multiplayer,Kickstarter,Exploration,Sandbox,Adventure,Rogue-like","Single-player,Multi-player,Steam Trading Cards,Partial Controller Support,Stats","Action,Indie"
Mars: War Logs,Spiders,"Focus Home Interactive,Focus Home Interactive","RPG,Action,Sci-fi,Third Person,Mars,Cyberpunk,Singleplayer,Action RPG,Story Rich,Adventure,Crafting,Post-apocalyptic,Atmospheric,Open World","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG"
Worms Clan Wars,Team17 Digital Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Strategy,Multiplayer,Turn-Based,Funny,Local Co-Op,Comedy,2D,Action,Singleplayer,2.5D","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor",Strategy
Action! - Gameplay Recording and Streaming,Mirillis,"Mirillis,Mirillis","Video Production,Audio Production,Utilities,Software Training,Action",,"Audio Production,Software Training,Utilities,Video Production"
Aarklash: Legacy,Cyanide Studio,"Bigben Interactive,Bigben Interactive","RPG,Strategy,Tactical,Fantasy,Real-Time with Pause,Adventure,Singleplayer,Party-Based RPG,Difficult,Isometric","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Strategy"
Proteus,Ed Key and David Kanaga,"Twisted Tree,Twisted Tree","Exploration,Relaxing,Walking Simulator,Indie,Casual,Procedural Generation,Experimental,First-Person,Adventure,Beautiful,Atmospheric,Singleplayer,Great Soundtrack,Pixel Graphics,Open World,Surreal,Sandbox,Cute,Music,Short","Single-player,Full controller support","Adventure,Casual,Indie"
Gear Up,Doctor Entertainment AB,"Doctor Entertainment AB,Doctor Entertainment AB","Free to Play,Multiplayer,Robots,Action,Shooter,Tanks,Building,PvP,Third Person,War,Massively Multiplayer,Sandbox,Indie,Strategy,Open World,Funny,Simulation,FPS,Adventure,Singleplayer","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Free to Play,Indie"
ArcheBlade™,CodeBrush Games,"Codebrush Games,Codebrush Games","Free to Play,Anime,Action,Fighting,Multiplayer,Massively Multiplayer,MOBA,Indie,MMORPG,PvP,Third Person,RPG,Hack and Slash,Adventure,Team-Based,Fantasy,Online Co-Op,Co-op,Female Protagonist,Third-Person Shooter","Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Action,Free to Play,Indie"
America's Army: Proving Grounds,U.S. Army,"U.S. Army,U.S. Army","Free to Play,FPS,Action,Multiplayer,Military,Shooter,Tactical,First-Person,Singleplayer,America,Open World,War,Co-op,Realistic,Simulation,Strategy,Massively Multiplayer,Survival,Adventure,Atmospheric","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Action,Free to Play"
Fate of the World,Red Redemption,"Soothsayer Games,Soothsayer Games","Strategy,Simulation,Turn-Based,Indie,Political,Difficult,Casual,Politics,Education,Nature,Singleplayer,Card Game","Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation,Strategy"
F1 RACE STARS™,Codemasters Birmingham,"Codemasters,Codemasters","Racing,Arcade,Split Screen,Multiplayer,3D Vision,Local Co-Op,Local Multiplayer,Controller,Funny,Difficult,Sports,4 Player Local,Action","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud",Racing
NecroVisioN: Lost Company,The Farm 51,"1C Entertainment,1C Entertainment","Action,FPS,Zombies,World War I,Horror,First-Person,Shooter","Single-player,Multi-player,Steam Cloud,Includes level editor",Action
Chaser,Cauldron,"THQ Nordic,THQ Nordic","Action,FPS,Sci-fi,First-Person,Singleplayer,Cyberpunk,Multiplayer,Classic,Shooter,Masterpiece,Bullet Time,Futuristic,Atmospheric,Old School","Single-player,Multi-player",Action
Hinterland,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.,Tilted Mill Entertainment, Inc.","RPG,Strategy,Fantasy,Action RPG,City Builder,Action,Singleplayer,Management","Single-player,Steam Achievements","RPG,Strategy"
Drakensang,Radon Labs,"DTP Entertainment,DTP Entertainment","RPG,Fantasy,Party-Based RPG,Real-Time with Pause,Atmospheric,Singleplayer,Adventure,CRPG,Third Person,Dark Fantasy,Character Customization,Story Rich,Turn-Based,Magic",Single-player,RPG
Death to Spies,Haggard Games,"1C Entertainment,1C Entertainment","Stealth,Action,Adventure,World War II,Singleplayer,Open World,Third Person,Classic","Single-player,Steam Cloud","Action,Adventure"
RACE - The WTCC Game,SimBin,"SimBin,SimBin","Racing,Simulation","Single-player,Multi-player",Racing
Sugar Cube: Bittersweet Factory,Turtle Cream,"Turtle Cream,Turtle Cream","Indie,Platformer,Action,Puzzle-Platformer,Singleplayer,2D,Casual,Soundtrack,Cute","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie"
Blood Bowl - Legendary Edition,Cyanide Studios,"Focus Home Interactive,Focus Home Interactive","Strategy,Sports,Turn-Based,Board Game,Fantasy,Turn-Based Strategy,Multiplayer,Singleplayer,Games Workshop,Tactical","Single-player,Multi-player","Sports,Strategy"
Cubic Castles,Cosmic Cow LLC,"Cosmic Cow LLC,Cosmic Cow LLC","Free to Play,Building,Multiplayer,Sandbox,Open World,Massively Multiplayer,Crafting,Adventure,Cute,Survival,Casual,Indie,Co-op,Action,3D Platformer,RPG,MMORPG,Singleplayer,FPS,2D",MMO,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer"
Fight The Dragon,3 Sprockets,"3 Sprockets,3 Sprockets","RPG,Indie,Hack and Slash,Co-op,Level Editor,Dragons,Local Co-Op,Multiplayer,Action RPG,Fantasy,Split Screen,Adventure,Action,Loot,Singleplayer,Early Access,Dungeon Crawler,Online Co-Op,Isometric","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Indie,RPG"
Deadlight,"Tequila Works, S.L.","Xbox Game Studios,Xbox Game Studios","Zombies,Platformer,Indie,Action,Post-apocalyptic,Adventure,Atmospheric,Side Scroller,Singleplayer,Parkour,2D,Survival,Horror,2.5D,Puzzle,Great Soundtrack,Controller,Story Rich,Short,Masterpiece","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie"
AquaNox,THQ Nordic,"THQ Nordic,THQ Nordic","Action,Underwater,Singleplayer,Sci-fi,Cyberpunk,6DOF,Shooter,Multiplayer,Simulation,Masterpiece","Single-player,Multi-player",Action
A City Sleeps™,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc,Harmonix Music Systems, Inc","Indie,Action,Bullet Hell,Rhythm,Shoot 'Em Up,Female Protagonist","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie"
Fabula Mortis,Deadghost Interactive,"Deadghost Interactive,Deadghost Interactive","Action,Indie,FPS,Steampunk,Multiplayer,Shooter,Fantasy,First-Person,Fast-Paced,Colorful,Atmospheric","Multi-player,Steam Trading Cards","Action,Indie"
Always Sometimes Monsters Demo,Vagabond Dog,"Devolver Digital,Devolver Digital","RPG,Indie","Single-player,Game demo","Indie,RPG"
Sentris,Timbre Interactive,"Timbre Interactive,Timbre Interactive","Indie,Simulation,Rhythm,Puzzle,Experimental,Music","Single-player,Full controller support","Indie,Simulation"
Rush for Glory,Parseh Game Studio,"Immanitas Entertainment GmbH,Immanitas Entertainment GmbH","Strategy,Tower Defense,Action","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Action,Strategy"
Ether One: Deluxe Edition Upgrade,White Paper Games,"White Paper Games,White Paper Games","Adventure,Indie","Single-player,Downloadable Content,Profile Features Limited 
									","Adventure,Indie"
Wildlife Park 2 - Fantasy,b-alive gmbh,"b-alive gmbh,b-alive gmbh","Simulation,Casual,Indie,Strategy,Fantasy,Replay Value,God Game,Realistic,Resource Management,Atmospheric,Adventure,Sandbox,Family Friendly","Single-player,Steam Cloud","Casual,Indie,Simulation,Strategy"
Cricket Captain 2014,Childish Things,"KISS ltd,KISS ltd","Sports,Simulation,Management","Single-player,Multi-player,Co-op",Sports
Wildlife Park 2 - Dino World,b-alive gmbh,"b-alive gmbh,b-alive gmbh","Dinosaurs,Simulation,Strategy,Casual,Indie,Building,God Game,Realistic,Open World,Replay Value,Resource Management,Atmospheric,Adventure,Sandbox,Management,Family Friendly,Cute,City Builder","Single-player,Steam Trading Cards,Steam Cloud","Casual,Indie,Simulation,Strategy"
Wildlife Park 2 - Marine World,b-alive gmbh,"b-alive gmbh,b-alive gmbh","Casual,Simulation,Strategy,Indie,Realistic,Economy,Family Friendly,Building,Open World,Sandbox,Replay Value,Adventure,God Game,Resource Management,Atmospheric,Management","Single-player,Steam Trading Cards,Steam Cloud","Casual,Indie,Simulation,Strategy"
Data Hacker: Initiation,New Reality Games,"New Reality Games,New Reality Games","RPG,Indie,Adventure,Simulation,RPGMaker,Pixel Graphics,JRPG","Single-player,Steam Trading Cards","Adventure,Indie,RPG,Simulation"
Pixel Hunter,Lemondo Entertainment,"Lemondo Entertainment,Lemondo Entertainment","Action,Adventure,Platformer,Pixel Graphics,Voxel","Single-player,Steam Cloud","Action,Adventure"
Power-Up,Psychotic Psoftware,"Psychotic Psoftware,Psychotic Psoftware","Indie,Action,Shoot 'Em Up,Side Scroller","Single-player,Steam Trading Cards,Partial Controller Support","Action,Indie"
The Fifth Day,Touz,"Touz,Touz","Early Access,Survival,Open World,Multiplayer,Post-apocalyptic,Action,Adventure,Robots,FPS,Sandbox,Crafting,Indie,Zombies,Sci-fi,Early Access,Co-op,Shooter,Singleplayer,First-Person,Massively Multiplayer","Single-player,Multi-player","Action,Adventure,Indie,Early Access"
Stonerid,Enitvare,"Enitvare,Enitvare","Action,Indie,Platformer,Difficult","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Indie"
Amazing Princess Sarah,Haruneko Entertainment,"Haruneko Entertainment,Haruneko Entertainment","Indie,Platformer,Action,Female Protagonist,Casual,Metroidvania,2D,Pixel Graphics","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Casual,Indie"
Taxi,Excalibur,"Excalibur Publishing,Excalibur Publishing","Simulation,Driving,Indie,Masterpiece",Single-player,"Indie,Simulation"
The Battle of Sol,"Bit Planet Games, LLC","Bit Planet Games, LLC,Bit Planet Games, LLC","Simulation,Action,Indie,Space,Space Sim,Sci-fi","Single-player,Steam Achievements,Full controller support,Steam Workshop,Stats,Includes level editor","Action,Indie,Simulation"
Pulstar,"Concave Studio,Colorful Media,Emagica","Indietopia Games ,Indietopia Games ","Indie,Action,Shooter,Singleplayer,Co-op,Controller,2D,Sci-fi,Atmospheric,Top-Down,Great Soundtrack,Arcade,Third Person,Psychedelic,Twin Stick Shooter,Local Multiplayer,Difficult","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Partial Controller Support,Stats","Action,Indie"
A Wizard's Lizard,Lost Decade Games,"Lost Decade Games,Lost Decade Games","Rogue-like,Indie,RPG,Action,Rogue-lite,Perma Death,Procedural Generation,2D,Difficult,Singleplayer,Adventure,Dungeon Crawler,Fantasy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie,RPG"
Kingdom Elemental,"Scott Thunelius,Chronic Logic,Tony Porter","Chronic Logic,Chronic Logic","Strategy,Indie","Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Indie,Strategy"
Battleplan: American Civil War,The Mustard Corporation,"KISS ltd,Osprey Publishing,KISS ltd,Osprey Publishing","Strategy,Simulation,Casual,Historical,America","Single-player,Steam Achievements,Steam Trading Cards,Stats","Casual,Simulation,Strategy"
Project Root,OPQAM,"Reverb Triple XP,Reverb Triple XP","Action,Indie,Shoot 'Em Up,Shooter,Arcade,Bullet Hell","Single-player,Steam Achievements","Action,Indie"
Farm Machines Championships 2014,Silden,"Silden,Silden","Simulation,Racing,Driving,Agriculture",Single-player,"Racing,Simulation"
Theatre of War 2: Africa 1943,1C Entertainment,"1C Entertainment,1C Entertainment","Strategy,Simulation,World War II,RTS","Single-player,Multi-player,Steam Cloud,Includes level editor","Simulation,Strategy"
Coniclysm,ZoopTEK,"ZoopTEK,ZoopTEK",Action,"Single-player,Full controller support,Partial Controller Support",Action
Big Brain Wolf,Frima,"Frima,Frima","Adventure,Casual,Strategy,Point & Click,Puzzle","Single-player,Steam Achievements","Adventure,Casual,Strategy"
The Great Art Race,Ascaron Entertainment ltd.,"Assemble Entertainment,Assemble Entertainment","Strategy,Simulation",Single-player,"Simulation,Strategy"
Booster Trooper,DnS Development,"DnS Development,DnS Development","Action,Indie,Platformer,Multiplayer,Shooter","Single-player,Multi-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Indie"
Ironclads: High Seas,Totem Games,"Strategy First,Strategy First","Strategy,Naval",Single-player,Strategy
M.U.D. TV,Realmforge Studios,"Kalypso Media Digital,Kalypso Media Digital","Simulation,Strategy,Management",Single-player,"Simulation,Strategy"
Foreign Legion: Buckets of Blood,Sakari Indie,"Sakari Indie,Sakari Indie","Action,Indie,Third Person,Shooter","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Indie"
DinerTown Tycoon,PlayFirst,"PlayFirst,PlayFirst","Casual,Management",Single-player,Simulation
Tropico 5 - Inquisition,Haemimont Games,"Kalypso Media Digital,Kalypso Media Digital","Strategy,Simulation,RPG","Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","RPG,Simulation,Strategy"
ARMA: Combat Operations,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Action,Simulation,Shooter,FPS,Military,Tactical,Realistic","Single-player,Multi-player,Includes level editor",Action
Conflict: Denied Ops,Pivotal Games,"Square Enix,Square Enix","Action,FPS,Singleplayer,Co-op",Single-player,Action
Alter Ego,bitComposer Games,"Viva Media,Viva Media","Adventure,Point & Click,Mystery,Detective",Single-player,Adventure
Reign: Conflict of Nations,Lesta Studio,"1C Entertainment,1C Entertainment","Strategy,Medieval","Single-player,Steam Cloud",Strategy
Rig n Roll,SoftLab-NSK,"1C Entertainment,1C Entertainment","Simulation,Driving,Singleplayer","Single-player,Steam Cloud",Simulation
